environment,split,source_stem,image,mask
hospital,val,000179,dataset/drivable/images/val/hospital_000179.png,dataset/drivable/masks/val/hospital_000179.png
hospital,val,000061,dataset/drivable/images/val/hospital_000061.png,dataset/drivable/masks/val/hospital_000061.png
hospital,val,000160,dataset/drivable/images/val/hospital_000160.png,dataset/drivable/masks/val/hospital_000160.png
hospital,val,000124,dataset/drivable/images/val/hospital_000124.png,dataset/drivable/masks/val/hospital_000124.png
hospital,val,000133,dataset/drivable/images/val/hospital_000133.png,dataset/drivable/masks/val/hospital_000133.png
hospital,val,000070,dataset/drivable/images/val/hospital_000070.png,dataset/drivable/masks/val/hospital_000070.png
hospital,test,000163,dataset/drivable/images/test/hospital_000163.png,dataset/drivable/masks/test/hospital_000163.png
hospital,test,000063,dataset/drivable/images/test/hospital_000063.png,dataset/drivable/masks/test/hospital_000063.png
hospital,test,000066,dataset/drivable/images/test/hospital_000066.png,dataset/drivable/masks/test/hospital_000066.png
hospital,test,000115,dataset/drivable/images/test/hospital_000115.png,dataset/drivable/masks/test/hospital_000115.png
hospital,test,000121,dataset/drivable/images/test/hospital_000121.png,dataset/drivable/masks/test/hospital_000121.png
hospital,test,000040,dataset/drivable/images/test/hospital_000040.png,dataset/drivable/masks/test/hospital_000040.png
hospital,test,000114,dataset/drivable/images/test/hospital_000114.png,dataset/drivable/masks/test/hospital_000114.png
hospital,test,000140,dataset/drivable/images/test/hospital_000140.png,dataset/drivable/masks/test/hospital_000140.png
hospital,test,000109,dataset/drivable/images/test/hospital_000109.png,dataset/drivable/masks/test/hospital_000109.png
hospital,test,000129,dataset/drivable/images/test/hospital_000129.png,dataset/drivable/masks/test/hospital_000129.png
hospital,test,000184,dataset/drivable/images/test/hospital_000184.png,dataset/drivable/masks/test/hospital_000184.png
hospital,test,000156,dataset/drivable/images/test/hospital_000156.png,dataset/drivable/masks/test/hospital_000156.png
hospital,test,000113,dataset/drivable/images/test/hospital_000113.png,dataset/drivable/masks/test/hospital_000113.png
hospital,test,000193,dataset/drivable/images/test/hospital_000193.png,dataset/drivable/masks/test/hospital_000193.png
hospital,test,000081,dataset/drivable/images/test/hospital_000081.png,dataset/drivable/masks/test/hospital_000081.png
hospital,test,000152,dataset/drivable/images/test/hospital_000152.png,dataset/drivable/masks/test/hospital_000152.png
hospital,test,000143,dataset/drivable/images/test/hospital_000143.png,dataset/drivable/masks/test/hospital_000143.png
hospital,test,000135,dataset/drivable/images/test/hospital_000135.png,dataset/drivable/masks/test/hospital_000135.png
hospital,test,000170,dataset/drivable/images/test/hospital_000170.png,dataset/drivable/masks/test/hospital_000170.png
hospital,test,000118,dataset/drivable/images/test/hospital_000118.png,dataset/drivable/masks/test/hospital_000118.png
warehouse,train,000065,dataset/drivable/images/train/warehouse_000065.png,dataset/drivable/masks/train/warehouse_000065.png
warehouse,train,000156,dataset/drivable/images/train/warehouse_000156.png,dataset/drivable/masks/train/warehouse_000156.png
warehouse,train,000143,dataset/drivable/images/train/warehouse_000143.png,dataset/drivable/masks/train/warehouse_000143.png
warehouse,train,000128,dataset/drivable/images/train/warehouse_000128.png,dataset/drivable/masks/train/warehouse_000128.png
warehouse,train,000098,dataset/drivable/images/train/warehouse_000098.png,dataset/drivable/masks/train/warehouse_000098.png
warehouse,train,000035,dataset/drivable/images/train/warehouse_000035.png,dataset/drivable/masks/train/warehouse_000035.png
warehouse,train,000086,dataset/drivable/images/train/warehouse_000086.png,dataset/drivable/masks/train/warehouse_000086.png
warehouse,train,000112,dataset/drivable/images/train/warehouse_000112.png,dataset/drivable/masks/train/warehouse_000112.png
warehouse,train,000154,dataset/drivable/images/train/warehouse_000154.png,dataset/drivable/masks/train/warehouse_000154.png
warehouse,train,000117,dataset/drivable/images/train/warehouse_000117.png,dataset/drivable/masks/train/warehouse_000117.png
warehouse,train,000005,dataset/drivable/images/train/warehouse_000005.png,dataset/drivable/masks/train/warehouse_000005.png
warehouse,train,000119,dataset/drivable/images/train/warehouse_000119.png,dataset/drivable/masks/train/warehouse_000119.png
warehouse,train,000101,dataset/drivable/images/train/warehouse_000101.png,dataset/drivable/masks/train/warehouse_000101.png
warehouse,train,000063,dataset/drivable/images/train/warehouse_000063.png,dataset/drivable/masks/train/warehouse_000063.png
warehouse,train,000115,dataset/drivable/images/train/warehouse_000115.png,dataset/drivable/masks/train/warehouse_000115.png
warehouse,train,000183,dataset/drivable/images/train/warehouse_000183.png,dataset/drivable/masks/train/warehouse_000183.png
warehouse,train,000196,dataset/drivable/images/train/warehouse_000196.png,dataset/drivable/masks/train/warehouse_000196.png
warehouse,train,000052,dataset/drivable/images/train/warehouse_000052.png,dataset/drivable/masks/train/warehouse_000052.png
warehouse,train,000168,dataset/drivable/images/train/warehouse_000168.png,dataset/drivable/masks/train/warehouse_000168.png
warehouse,train,000041,dataset/drivable/images/train/warehouse_000041.png,dataset/drivable/masks/train/warehouse_000041.png
warehouse,train,000024,dataset/drivable/images/train/warehouse_000024.png,dataset/drivable/masks/train/warehouse_000024.png
warehouse,train,000050,dataset/drivable/images/train/warehouse_000050.png,dataset/drivable/masks/train/warehouse_000050.png
warehouse,train,000106,dataset/drivable/images/train/warehouse_000106.png,dataset/drivable/masks/train/warehouse_000106.png
warehouse,train,000145,dataset/drivable/images/train/warehouse_000145.png,dataset/drivable/masks/train/warehouse_000145.png
warehouse,train,000146,dataset/drivable/images/train/warehouse_000146.png,dataset/drivable/masks/train/warehouse_000146.png
warehouse,train,000102,dataset/drivable/images/train/warehouse_000102.png,dataset/drivable/masks/train/warehouse_000102.png
warehouse,train,000105,dataset/drivable/images/train/warehouse_000105.png,dataset/drivable/masks/train/warehouse_000105.png
warehouse,train,000159,dataset/drivable/images/train/warehouse_000159.png,dataset/drivable/masks/train/warehouse_000159.png
warehouse,train,000164,dataset/drivable/images/train/warehouse_000164.png,dataset/drivable/masks/train/warehouse_000164.png
warehouse,train,000161,dataset/drivable/images/train/warehouse_000161.png,dataset/drivable/masks/train/warehouse_000161.png
warehouse,train,000138,dataset/drivable/images/train/warehouse_000138.png,dataset/drivable/masks/train/warehouse_000138.png
warehouse,train,000068,dataset/drivable/images/train/warehouse_000068.png,dataset/drivable/masks/train/warehouse_000068.png
warehouse,train,000131,dataset/drivable/images/train/warehouse_000131.png,dataset/drivable/masks/train/warehouse_000131.png
warehouse,train,000163,dataset/drivable/images/train/warehouse_000163.png,dataset/drivable/masks/train/warehouse_000163.png
warehouse,train,000113,dataset/drivable/images/train/warehouse_000113.png,dataset/drivable/masks/train/warehouse_000113.png
warehouse,train,000017,dataset/drivable/images/train/warehouse_000017.png,dataset/drivable/masks/train/warehouse_000017.png
warehouse,train,000190,dataset/drivable/images/train/warehouse_000190.png,dataset/drivable/masks/train/warehouse_000190.png
warehouse,train,000197,dataset/drivable/images/train/warehouse_000197.png,dataset/drivable/masks/train/warehouse_000197.png
warehouse,train,000034,dataset/drivable/images/train/warehouse_000034.png,dataset/drivable/masks/train/warehouse_000034.png
warehouse,train,000099,dataset/drivable/images/train/warehouse_000099.png,dataset/drivable/masks/train/warehouse_000099.png
warehouse,train,000199,dataset/drivable/images/train/warehouse_000199.png,dataset/drivable/masks/train/warehouse_000199.png
warehouse,train,000074,dataset/drivable/images/train/warehouse_000074.png,dataset/drivable/masks/train/warehouse_000074.png
warehouse,train,000042,dataset/drivable/images/train/warehouse_000042.png,dataset/drivable/masks/train/warehouse_000042.png
warehouse,train,000174,dataset/drivable/images/train/warehouse_000174.png,dataset/drivable/masks/train/warehouse_000174.png
warehouse,train,000040,dataset/drivable/images/train/warehouse_000040.png,dataset/drivable/masks/train/warehouse_000040.png
warehouse,train,000122,dataset/drivable/images/train/warehouse_000122.png,dataset/drivable/masks/train/warehouse_000122.png
warehouse,train,000085,dataset/drivable/images/train/warehouse_000085.png,dataset/drivable/masks/train/warehouse_000085.png
warehouse,train,000109,dataset/drivable/images/train/warehouse_000109.png,dataset/drivable/masks/train/warehouse_000109.png
warehouse,train,000172,dataset/drivable/images/train/warehouse_000172.png,dataset/drivable/masks/train/warehouse_000172.png
warehouse,train,000029,dataset/drivable/images/train/warehouse_000029.png,dataset/drivable/masks/train/warehouse_000029.png
warehouse,train,000151,dataset/drivable/images/train/warehouse_000151.png,dataset/drivable/masks/train/warehouse_000151.png
warehouse,train,000097,dataset/drivable/images/train/warehouse_000097.png,dataset/drivable/masks/train/warehouse_000097.png
warehouse,train,000133,dataset/drivable/images/train/warehouse_000133.png,dataset/drivable/masks/train/warehouse_000133.png
warehouse,train,000157,dataset/drivable/images/train/warehouse_000157.png,dataset/drivable/masks/train/warehouse_000157.png
warehouse,train,000181,dataset/drivable/images/train/warehouse_000181.png,dataset/drivable/masks/train/warehouse_000181.png
warehouse,train,000186,dataset/drivable/images/train/warehouse_000186.png,dataset/drivable/masks/train/warehouse_000186.png
warehouse,train,000018,dataset/drivable/images/train/warehouse_000018.png,dataset/drivable/masks/train/warehouse_000018.png
warehouse,train,000082,dataset/drivable/images/train/warehouse_000082.png,dataset/drivable/masks/train/warehouse_000082.png
warehouse,train,000153,dataset/drivable/images/train/warehouse_000153.png,dataset/drivable/masks/train/warehouse_000153.png
warehouse,train,000044,dataset/drivable/images/train/warehouse_000044.png,dataset/drivable/masks/train/warehouse_000044.png
warehouse,train,000198,dataset/drivable/images/train/warehouse_000198.png,dataset/drivable/masks/train/warehouse_000198.png
warehouse,train,000160,dataset/drivable/images/train/warehouse_000160.png,dataset/drivable/masks/train/warehouse_000160.png
warehouse,train,000000,dataset/drivable/images/train/warehouse_000000.png,dataset/drivable/masks/train/warehouse_000000.png
warehouse,train,000067,dataset/drivable/images/train/warehouse_000067.png,dataset/drivable/masks/train/warehouse_000067.png
warehouse,train,000100,dataset/drivable/images/train/warehouse_000100.png,dataset/drivable/masks/train/warehouse_000100.png
warehouse,train,000022,dataset/drivable/images/train/warehouse_000022.png,dataset/drivable/masks/train/warehouse_000022.png
warehouse,train,000147,dataset/drivable/images/train/warehouse_000147.png,dataset/drivable/masks/train/warehouse_000147.png
warehouse,train,000020,dataset/drivable/images/train/warehouse_000020.png,dataset/drivable/masks/train/warehouse_000020.png
warehouse,train,000091,dataset/drivable/images/train/warehouse_000091.png,dataset/drivable/masks/train/warehouse_000091.png
warehouse,train,000033,dataset/drivable/images/train/warehouse_000033.png,dataset/drivable/masks/train/warehouse_000033.png
warehouse,train,000027,dataset/drivable/images/train/warehouse_000027.png,dataset/drivable/masks/train/warehouse_000027.png
warehouse,train,000026,dataset/drivable/images/train/warehouse_000026.png,dataset/drivable/masks/train/warehouse_000026.png
warehouse,train,000012,dataset/drivable/images/train/warehouse_000012.png,dataset/drivable/masks/train/warehouse_000012.png
warehouse,train,000007,dataset/drivable/images/train/warehouse_000007.png,dataset/drivable/masks/train/warehouse_000007.png
warehouse,train,000093,dataset/drivable/images/train/warehouse_000093.png,dataset/drivable/masks/train/warehouse_000093.png
warehouse,train,000039,dataset/drivable/images/train/warehouse_000039.png,dataset/drivable/masks/train/warehouse_000039.png
warehouse,train,000195,dataset/drivable/images/train/warehouse_000195.png,dataset/drivable/masks/train/warehouse_000195.png
warehouse,train,000136,dataset/drivable/images/train/warehouse_000136.png,dataset/drivable/masks/train/warehouse_000136.png
warehouse,train,000158,dataset/drivable/images/train/warehouse_000158.png,dataset/drivable/masks/train/warehouse_000158.png
warehouse,train,000110,dataset/drivable/images/train/warehouse_000110.png,dataset/drivable/masks/train/warehouse_000110.png
warehouse,train,000057,dataset/drivable/images/train/warehouse_000057.png,dataset/drivable/masks/train/warehouse_000057.png
warehouse,train,000184,dataset/drivable/images/train/warehouse_000184.png,dataset/drivable/masks/train/warehouse_000184.png
warehouse,train,000193,dataset/drivable/images/train/warehouse_000193.png,dataset/drivable/masks/train/warehouse_000193.png
warehouse,train,000028,dataset/drivable/images/train/warehouse_000028.png,dataset/drivable/masks/train/warehouse_000028.png
warehouse,train,000079,dataset/drivable/images/train/warehouse_000079.png,dataset/drivable/masks/train/warehouse_000079.png
warehouse,train,000076,dataset/drivable/images/train/warehouse_000076.png,dataset/drivable/masks/train/warehouse_000076.png
warehouse,train,000185,dataset/drivable/images/train/warehouse_000185.png,dataset/drivable/masks/train/warehouse_000185.png
warehouse,train,000053,dataset/drivable/images/train/warehouse_000053.png,dataset/drivable/masks/train/warehouse_000053.png
warehouse,train,000191,dataset/drivable/images/train/warehouse_000191.png,dataset/drivable/masks/train/warehouse_000191.png
warehouse,train,000015,dataset/drivable/images/train/warehouse_000015.png,dataset/drivable/masks/train/warehouse_000015.png
warehouse,train,000031,dataset/drivable/images/train/warehouse_000031.png,dataset/drivable/masks/train/warehouse_000031.png
warehouse,train,000010,dataset/drivable/images/train/warehouse_000010.png,dataset/drivable/masks/train/warehouse_000010.png
warehouse,train,000038,dataset/drivable/images/train/warehouse_000038.png,dataset/drivable/masks/train/warehouse_000038.png
warehouse,train,000139,dataset/drivable/images/train/warehouse_000139.png,dataset/drivable/masks/train/warehouse_000139.png
warehouse,train,000095,dataset/drivable/images/train/warehouse_000095.png,dataset/drivable/masks/train/warehouse_000095.png
warehouse,train,000019,dataset/drivable/images/train/warehouse_000019.png,dataset/drivable/masks/train/warehouse_000019.png
warehouse,train,000107,dataset/drivable/images/train/warehouse_000107.png,dataset/drivable/masks/train/warehouse_000107.png
warehouse,train,000192,dataset/drivable/images/train/warehouse_000192.png,dataset/drivable/masks/train/warehouse_000192.png
warehouse,train,000175,dataset/drivable/images/train/warehouse_000175.png,dataset/drivable/masks/train/warehouse_000175.png
warehouse,train,000173,dataset/drivable/images/train/warehouse_000173.png,dataset/drivable/masks/train/warehouse_000173.png
warehouse,train,000009,dataset/drivable/images/train/warehouse_000009.png,dataset/drivable/masks/train/warehouse_000009.png
warehouse,train,000118,dataset/drivable/images/train/warehouse_000118.png,dataset/drivable/masks/train/warehouse_000118.png
warehouse,train,000051,dataset/drivable/images/train/warehouse_000051.png,dataset/drivable/masks/train/warehouse_000051.png
warehouse,train,000008,dataset/drivable/images/train/warehouse_000008.png,dataset/drivable/masks/train/warehouse_000008.png
warehouse,train,000014,dataset/drivable/images/train/warehouse_000014.png,dataset/drivable/masks/train/warehouse_000014.png
warehouse,train,000155,dataset/drivable/images/train/warehouse_000155.png,dataset/drivable/masks/train/warehouse_000155.png
warehouse,train,000130,dataset/drivable/images/train/warehouse_000130.png,dataset/drivable/masks/train/warehouse_000130.png
warehouse,train,000006,dataset/drivable/images/train/warehouse_000006.png,dataset/drivable/masks/train/warehouse_000006.png
warehouse,train,000171,dataset/drivable/images/train/warehouse_000171.png,dataset/drivable/masks/train/warehouse_000171.png
warehouse,train,000043,dataset/drivable/images/train/warehouse_000043.png,dataset/drivable/masks/train/warehouse_000043.png
warehouse,train,000169,dataset/drivable/images/train/warehouse_000169.png,dataset/drivable/masks/train/warehouse_000169.png
warehouse,train,000178,dataset/drivable/images/train/warehouse_000178.png,dataset/drivable/masks/train/warehouse_000178.png
warehouse,train,000060,dataset/drivable/images/train/warehouse_000060.png,dataset/drivable/masks/train/warehouse_000060.png
warehouse,train,000036,dataset/drivable/images/train/warehouse_000036.png,dataset/drivable/masks/train/warehouse_000036.png
warehouse,train,000073,dataset/drivable/images/train/warehouse_000073.png,dataset/drivable/masks/train/warehouse_000073.png
warehouse,train,000001,dataset/drivable/images/train/warehouse_000001.png,dataset/drivable/masks/train/warehouse_000001.png
warehouse,train,000189,dataset/drivable/images/train/warehouse_000189.png,dataset/drivable/masks/train/warehouse_000189.png
warehouse,train,000127,dataset/drivable/images/train/warehouse_000127.png,dataset/drivable/masks/train/warehouse_000127.png
warehouse,train,000167,dataset/drivable/images/train/warehouse_000167.png,dataset/drivable/masks/train/warehouse_000167.png
warehouse,train,000096,dataset/drivable/images/train/warehouse_000096.png,dataset/drivable/masks/train/warehouse_000096.png
warehouse,train,000111,dataset/drivable/images/train/warehouse_000111.png,dataset/drivable/masks/train/warehouse_000111.png
warehouse,train,000081,dataset/drivable/images/train/warehouse_000081.png,dataset/drivable/masks/train/warehouse_000081.png
warehouse,train,000016,dataset/drivable/images/train/warehouse_000016.png,dataset/drivable/masks/train/warehouse_000016.png
warehouse,train,000120,dataset/drivable/images/train/warehouse_000120.png,dataset/drivable/masks/train/warehouse_000120.png
warehouse,train,000089,dataset/drivable/images/train/warehouse_000089.png,dataset/drivable/masks/train/warehouse_000089.png
warehouse,train,000037,dataset/drivable/images/train/warehouse_000037.png,dataset/drivable/masks/train/warehouse_000037.png
warehouse,train,000129,dataset/drivable/images/train/warehouse_000129.png,dataset/drivable/masks/train/warehouse_000129.png
warehouse,train,000013,dataset/drivable/images/train/warehouse_000013.png,dataset/drivable/masks/train/warehouse_000013.png
warehouse,train,000011,dataset/drivable/images/train/warehouse_000011.png,dataset/drivable/masks/train/warehouse_000011.png
warehouse,train,000162,dataset/drivable/images/train/warehouse_000162.png,dataset/drivable/masks/train/warehouse_000162.png
warehouse,train,000032,dataset/drivable/images/train/warehouse_000032.png,dataset/drivable/masks/train/warehouse_000032.png
warehouse,train,000003,dataset/drivable/images/train/warehouse_000003.png,dataset/drivable/masks/train/warehouse_000003.png
warehouse,train,000077,dataset/drivable/images/train/warehouse_000077.png,dataset/drivable/masks/train/warehouse_000077.png
warehouse,train,000045,dataset/drivable/images/train/warehouse_000045.png,dataset/drivable/masks/train/warehouse_000045.png
warehouse,train,000092,dataset/drivable/images/train/warehouse_000092.png,dataset/drivable/masks/train/warehouse_000092.png
warehouse,train,000058,dataset/drivable/images/train/warehouse_000058.png,dataset/drivable/masks/train/warehouse_000058.png
warehouse,train,000170,dataset/drivable/images/train/warehouse_000170.png,dataset/drivable/masks/train/warehouse_000170.png
warehouse,train,000144,dataset/drivable/images/train/warehouse_000144.png,dataset/drivable/masks/train/warehouse_000144.png
warehouse,train,000025,dataset/drivable/images/train/warehouse_000025.png,dataset/drivable/masks/train/warehouse_000025.png
warehouse,train,000072,dataset/drivable/images/train/warehouse_000072.png,dataset/drivable/masks/train/warehouse_000072.png
warehouse,train,000134,dataset/drivable/images/train/warehouse_000134.png,dataset/drivable/masks/train/warehouse_000134.png
warehouse,train,000188,dataset/drivable/images/train/warehouse_000188.png,dataset/drivable/masks/train/warehouse_000188.png
warehouse,train,000123,dataset/drivable/images/train/warehouse_000123.png,dataset/drivable/masks/train/warehouse_000123.png
warehouse,train,000055,dataset/drivable/images/train/warehouse_000055.png,dataset/drivable/masks/train/warehouse_000055.png
warehouse,train,000149,dataset/drivable/images/train/warehouse_000149.png,dataset/drivable/masks/train/warehouse_000149.png
warehouse,train,000047,dataset/drivable/images/train/warehouse_000047.png,dataset/drivable/masks/train/warehouse_000047.png
warehouse,train,000137,dataset/drivable/images/train/warehouse_000137.png,dataset/drivable/masks/train/warehouse_000137.png
warehouse,train,000150,dataset/drivable/images/train/warehouse_000150.png,dataset/drivable/masks/train/warehouse_000150.png
warehouse,train,000080,dataset/drivable/images/train/warehouse_000080.png,dataset/drivable/masks/train/warehouse_000080.png
warehouse,train,000049,dataset/drivable/images/train/warehouse_000049.png,dataset/drivable/masks/train/warehouse_000049.png
warehouse,train,000030,dataset/drivable/images/train/warehouse_000030.png,dataset/drivable/masks/train/warehouse_000030.png
warehouse,train,000059,dataset/drivable/images/train/warehouse_000059.png,dataset/drivable/masks/train/warehouse_000059.png
warehouse,train,000064,dataset/drivable/images/train/warehouse_000064.png,dataset/drivable/masks/train/warehouse_000064.png
warehouse,train,000166,dataset/drivable/images/train/warehouse_000166.png,dataset/drivable/masks/train/warehouse_000166.png
warehouse,train,000069,dataset/drivable/images/train/warehouse_000069.png,dataset/drivable/masks/train/warehouse_000069.png
warehouse,train,000116,dataset/drivable/images/train/warehouse_000116.png,dataset/drivable/masks/train/warehouse_000116.png
warehouse,train,000194,dataset/drivable/images/train/warehouse_000194.png,dataset/drivable/masks/train/warehouse_000194.png
warehouse,train,000084,dataset/drivable/images/train/warehouse_000084.png,dataset/drivable/masks/train/warehouse_000084.png
warehouse,train,000140,dataset/drivable/images/train/warehouse_000140.png,dataset/drivable/masks/train/warehouse_000140.png
warehouse,train,000108,dataset/drivable/images/train/warehouse_000108.png,dataset/drivable/masks/train/warehouse_000108.png
warehouse,val,000088,dataset/drivable/images/val/warehouse_000088.png,dataset/drivable/masks/val/warehouse_000088.png
warehouse,val,000135,dataset/drivable/images/val/warehouse_000135.png,dataset/drivable/masks/val/warehouse_000135.png
warehouse,val,000141,dataset/drivable/images/val/warehouse_000141.png,dataset/drivable/masks/val/warehouse_000141.png
warehouse,val,000177,dataset/drivable/images/val/warehouse_000177.png,dataset/drivable/masks/val/warehouse_000177.png
warehouse,val,000094,dataset/drivable/images/val/warehouse_000094.png,dataset/drivable/masks/val/warehouse_000094.png
warehouse,val,000148,dataset/drivable/images/val/warehouse_000148.png,dataset/drivable/masks/val/warehouse_000148.png
warehouse,val,000078,dataset/drivable/images/val/warehouse_000078.png,dataset/drivable/masks/val/warehouse_000078.png
warehouse,val,000062,dataset/drivable/images/val/warehouse_000062.png,dataset/drivable/masks/val/warehouse_000062.png
warehouse,val,000103,dataset/drivable/images/val/warehouse_000103.png,dataset/drivable/masks/val/warehouse_000103.png
warehouse,val,000056,dataset/drivable/images/val/warehouse_000056.png,dataset/drivable/masks/val/warehouse_000056.png
warehouse,val,000075,dataset/drivable/images/val/warehouse_000075.png,dataset/drivable/masks/val/warehouse_000075.png
warehouse,val,000023,dataset/drivable/images/val/warehouse_000023.png,dataset/drivable/masks/val/warehouse_000023.png
warehouse,val,000004,dataset/drivable/images/val/warehouse_000004.png,dataset/drivable/masks/val/warehouse_000004.png
warehouse,val,000114,dataset/drivable/images/val/warehouse_000114.png,dataset/drivable/masks/val/warehouse_000114.png
warehouse,val,000180,dataset/drivable/images/val/warehouse_000180.png,dataset/drivable/masks/val/warehouse_000180.png
warehouse,val,000165,dataset/drivable/images/val/warehouse_000165.png,dataset/drivable/masks/val/warehouse_000165.png
warehouse,val,000121,dataset/drivable/images/val/warehouse_000121.png,dataset/drivable/masks/val/warehouse_000121.png
warehouse,val,000176,dataset/drivable/images/val/warehouse_000176.png,dataset/drivable/masks/val/warehouse_000176.png
warehouse,val,000182,dataset/drivable/images/val/warehouse_000182.png,dataset/drivable/masks/val/warehouse_000182.png
warehouse,val,000187,dataset/drivable/images/val/warehouse_000187.png,dataset/drivable/masks/val/warehouse_000187.png
warehouse,test,000125,dataset/drivable/images/test/warehouse_000125.png,dataset/drivable/masks/test/warehouse_000125.png
warehouse,test,000104,dataset/drivable/images/test/warehouse_000104.png,dataset/drivable/masks/test/warehouse_000104.png
warehouse,test,000061,dataset/drivable/images/test/warehouse_000061.png,dataset/drivable/masks/test/warehouse_000061.png
warehouse,test,000021,dataset/drivable/images/test/warehouse_000021.png,dataset/drivable/masks/test/warehouse_000021.png
warehouse,test,000048,dataset/drivable/images/test/warehouse_000048.png,dataset/drivable/masks/test/warehouse_000048.png
warehouse,test,000132,dataset/drivable/images/test/warehouse_000132.png,dataset/drivable/masks/test/warehouse_000132.png
warehouse,test,000002,dataset/drivable/images/test/warehouse_000002.png,dataset/drivable/masks/test/warehouse_000002.png
warehouse,test,000142,dataset/drivable/images/test/warehouse_000142.png,dataset/drivable/masks/test/warehouse_000142.png
warehouse,test,000070,dataset/drivable/images/test/warehouse_000070.png,dataset/drivable/masks/test/warehouse_000070.png
warehouse,test,000179,dataset/drivable/images/test/warehouse_000179.png,dataset/drivable/masks/test/warehouse_000179.png
warehouse,test,000152,dataset/drivable/images/test/warehouse_000152.png,dataset/drivable/masks/test/warehouse_000152.png
warehouse,test,000071,dataset/drivable/images/test/warehouse_000071.png,dataset/drivable/masks/test/warehouse_000071.png
warehouse,test,000087,dataset/drivable/images/test/warehouse_000087.png,dataset/drivable/masks/test/warehouse_000087.png
warehouse,test,000066,dataset/drivable/images/test/warehouse_000066.png,dataset/drivable/masks/test/warehouse_000066.png
warehouse,test,000090,dataset/drivable/images/test/warehouse_000090.png,dataset/drivable/masks/test/warehouse_000090.png
warehouse,test,000054,dataset/drivable/images/test/warehouse_000054.png,dataset/drivable/masks/test/warehouse_000054.png
warehouse,test,000124,dataset/drivable/images/test/warehouse_000124.png,dataset/drivable/masks/test/warehouse_000124.png
warehouse,test,000046,dataset/drivable/images/test/warehouse_000046.png,dataset/drivable/masks/test/warehouse_000046.png
warehouse,test,000083,dataset/drivable/images/test/warehouse_000083.png,dataset/drivable/masks/test/warehouse_000083.png
warehouse,test,000126,dataset/drivable/images/test/warehouse_000126.png,dataset/drivable/masks/test/warehouse_000126.png
real_room,train,000381,dataset/drivable/images/train/real_room_000381.png,dataset/drivable/masks/train/real_room_000381.png
real_room,train,000497,dataset/drivable/images/train/real_room_000497.png,dataset/drivable/masks/train/real_room_000497.png
real_room,train,000256,dataset/drivable/images/train/real_room_000256.png,dataset/drivable/masks/train/real_room_000256.png
real_room,train,000458,dataset/drivable/images/train/real_room_000458.png,dataset/drivable/masks/train/real_room_000458.png
real_room,train,000110,dataset/drivable/images/train/real_room_000110.png,dataset/drivable/masks/train/real_room_000110.png
real_room,train,000052,dataset/drivable/images/train/real_room_000052.png,dataset/drivable/masks/train/real_room_000052.png
real_room,train,000400,dataset/drivable/images/train/real_room_000400.png,dataset/drivable/masks/train/real_room_000400.png
real_room,train,000063,dataset/drivable/images/train/real_room_000063.png,dataset/drivable/masks/train/real_room_000063.png
real_room,train,000417,dataset/drivable/images/train/real_room_000417.png,dataset/drivable/masks/train/real_room_000417.png
real_room,train,000066,dataset/drivable/images/train/real_room_000066.png,dataset/drivable/masks/train/real_room_000066.png
real_room,train,000111,dataset/drivable/images/train/real_room_000111.png,dataset/drivable/masks/train/real_room_000111.png
real_room,train,000061,dataset/drivable/images/train/real_room_000061.png,dataset/drivable/masks/train/real_room_000061.png
real_room,train,000375,dataset/drivable/images/train/real_room_000375.png,dataset/drivable/masks/train/real_room_000375.png
real_room,train,000243,dataset/drivable/images/train/real_room_000243.png,dataset/drivable/masks/train/real_room_000243.png
real_room,train,000291,dataset/drivable/images/train/real_room_000291.png,dataset/drivable/masks/train/real_room_000291.png
real_room,train,000288,dataset/drivable/images/train/real_room_000288.png,dataset/drivable/masks/train/real_room_000288.png
real_room,train,000043,dataset/drivable/images/train/real_room_000043.png,dataset/drivable/masks/train/real_room_000043.png
real_room,train,000013,dataset/drivable/images/train/real_room_000013.png,dataset/drivable/masks/train/real_room_000013.png
real_room,train,000021,dataset/drivable/images/train/real_room_000021.png,dataset/drivable/masks/train/real_room_000021.png
real_room,train,000452,dataset/drivable/images/train/real_room_000452.png,dataset/drivable/masks/train/real_room_000452.png
real_room,train,000397,dataset/drivable/images/train/real_room_000397.png,dataset/drivable/masks/train/real_room_000397.png
real_room,train,000171,dataset/drivable/images/train/real_room_000171.png,dataset/drivable/masks/train/real_room_000171.png
real_room,train,000310,dataset/drivable/images/train/real_room_000310.png,dataset/drivable/masks/train/real_room_000310.png
real_room,train,000359,dataset/drivable/images/train/real_room_000359.png,dataset/drivable/masks/train/real_room_000359.png
real_room,train,000216,dataset/drivable/images/train/real_room_000216.png,dataset/drivable/masks/train/real_room_000216.png
real_room,train,000180,dataset/drivable/images/train/real_room_000180.png,dataset/drivable/masks/train/real_room_000180.png
real_room,train,000017,dataset/drivable/images/train/real_room_000017.png,dataset/drivable/masks/train/real_room_000017.png
real_room,train,000218,dataset/drivable/images/train/real_room_000218.png,dataset/drivable/masks/train/real_room_000218.png
real_room,train,000459,dataset/drivable/images/train/real_room_000459.png,dataset/drivable/masks/train/real_room_000459.png
real_room,train,000362,dataset/drivable/images/train/real_room_000362.png,dataset/drivable/masks/train/real_room_000362.png
real_room,train,000407,dataset/drivable/images/train/real_room_000407.png,dataset/drivable/masks/train/real_room_000407.png
